תאריך,שם נייר ערך,"מספר ני""ע",סוג,תשואה ברוטו,"מח""מ",,דירוג מעלות,שער אחרון
12/12/2016,פורמולה אגח א,2560142,לא צמוד,2.54,3.76,פורמולה,A+,102.31
12/12/2016,פז נפט אגח ג,1114073,לא צמוד,1.40,2.38,פז נפט,AA-,102.64
12/12/2016,פז נפט אגח ד,1132505,לא צמוד,1.94,7.01,פז נפט,AA-,98.79
12/12/2016,פז נפט אגח ה,1139534,לא צמוד,2.97,5.51,פז נפט,AA-,100.16
12/12/2016,פז נפט אגח ו,1139542,צמוד מדד,1.86,6.02,פז נפט,AA-,100.66
12/12/2016,פלאזה סנט אגח א,1109495,צמוד מדד,18.27,2.11,פלאזה סנט,CCC,95.15
12/12/2016,פלאזה סנט אגח ב,1109503,צמוד מדד,17.36,2.45,פלאזה סנט,CCC,92.57
12/12/2016,פניקס הון אגח ב,1120799,צמוד מדד,1.02,2.67,פניקס,AA-,114.13
12/12/2016,פניקס הון אגח ג,1120807,לא צמוד,0.89,0.78,פניקס,AA-,105.27
12/12/2016,פניקס הון התח א,1115104,צמוד מדד,1.08,1.19,פניקס,AA,113.95
12/12/2016,פרטנר אגח ג,1118827,צמוד מדד,1.11,1.03,פרטנר,A+,112.57
12/12/2016,פרטנר אגח ד,1118835,לא צמוד,1.40,2.97,פרטנר,A+,100.13
12/12/2016,פרטנר אגח ה,1118843,לא צמוד,0.89,0.54,פרטנר,A+,105
12/12/2016,צרפתי אגח ז,4250163,לא צמוד,2.25,1.01,צרפתי,BBB+,107.9
12/12/2016,צרפתי אגח ח,4250189,לא צמוד,3.06,2.9,צרפתי,BBB+,104.99
12/12/2016,קופרליין אגח א,1136589,לא צמוד,4.69,2.28,קופרליין,A,103.97
12/12/2016,קיי.בי.אס אגח א,1137918,לא צמוד,4.65,3.82,קיי.בי.אס,AA-,99.68
12/12/2016,קרדן אןוי אגח א,1105535,צמוד מדד,23.07,1.18,קרדן,B,101.47
12/12/2016,קרדן אןוי אגח ב,1113034,צמוד מדד,25.92,2.1,קרדן,B,84.43
12/12/2016,קרדן רכב אגח ו,4590097,צמוד מדד,4.20,0.27,קרדן,A,122.14
12/12/2016,קרדן רכב אגח ח,4590147,לא צמוד,3.22,3.18,קרדן,A,100.98
12/12/2016,קרדן רכב אגח ט,4590162,צמוד מדד,2.37,3.23,קרדן,A,101.31
12/12/2016,רבוע נדלן אגח ג,1115724,צמוד מדד,1.08,1.35,רבוע נדלן,A+,112.82
12/12/2016,רבוע נדלן אגח ד,1119999,צמוד מדד,1.35,1.95,רבוע נדלן,A+,116.92
12/12/2016,רבוע נדלן אגח ה,1130467,צמוד מדד,2.37,4.7,רבוע נדלן,A+,104.55
12/12/2016,רגנסי אגח א,5510029,לא צמוד,4.27,1.45,רגנסי,BBB+,106.35
12/12/2016,ריט 1 אגח א,1106657,צמוד מדד,0.93,0.62,רייט,AA-,124.44
12/12/2016,ריט 1 אגח ג,1120021,צמוד מדד,1.09,2.47,רייט,AA-,115.32
12/12/2016,ריט 1 אגח ד,1129899,צמוד מדד,1.81,5.31,רייט,AA-,113.24
12/12/2016,ריט 1 אגח ה,1136753,צמוד מדד,2.25,7.17,רייט,AA-,114.03
12/12/2016,ריט 1 אגח ו,1138544,צמוד מדד,2.48,8.55,רייט,AA-,110.75
12/12/2016,רילייטד אגח א,1134923,לא צמוד,4.39,3.26,ריילייטד,A+,103.42
12/12/2016,רכבת ישר אגח א,1134980,לא צמוד,1.13,2.02,רכבת ישראל,AA+,100.48
12/12/2016,רכבת ישר אגח ב,1134998,צמוד מדד,0.63,2.03,רכבת ישראל,AA+,100.84
12/12/2016,שופרסל אגח ב,7770142,צמוד מדד,1.04,1.26,שופרסל,A+,134.26
12/12/2016,שופרסל אגח ג,7770167,לא צמוד,1.48,0.14,שופרסל,A+,105.23
12/12/2016,שופרסל אגח ד,7770191,צמוד מדד,2.50,6.14,שופרסל,A+,103.47
12/12/2016,שופרסל אגח ה,7770209,לא צמוד,3.71,5.8,שופרסל,A+,108.83
12/12/2016,שופרסל אגח ו,7770217,צמוד מדד,2.88,6.78,שופרסל,A+,110.44
12/12/2016,שטראוס אגח ב,7460140,צמוד מדד,1.17,0.63,שטראוס,AA+,124.03
12/12/2016,שטראוס אגח ד,7460363,לא צמוד,1.83,4.27,שטראוס,AA+,112.75
12/12/2016,שכון ובי אגח 4,1117910,צמוד מדד,1.46,1.21,שיכון ובינוי,A,113.95
12/12/2016,שכון ובי אגח 5,1125210,צמוד מדד,1.40,2.83,שיכון ובינוי,A,117.38
12/12/2016,שכון ובי אגח 6,1129733,צמוד מדד,2.95,5.15,שיכון ובינוי,A,108.28
12/12/2016,שכון ובי אגח 7,1129741,לא צמוד,3.73,4.83,שיכון ובינוי,A,113.78
12/12/2016,שכון ובי אגח 8,1135888,צמוד מדד,3.76,6.76,שיכון ובינוי,A,101.69
12/12/2016,שלמה החז אגח טו,1410273,לא צמוד,1.96,1.65,שלמה החזקות,A,106.48
12/12/2016,שלמה החז אגח טז,1410281,צמוד מדד,1.92,3.07,שלמה החזקות,A,101.12
12/12/2016,שלמה החז אגח יא,1410224,צמוד מדד,1.85,0.54,שלמה החזקות,A,105.43
12/12/2016,שלמה החז אגח יב,1410232,לא צמוד,1.54,0.54,שלמה החזקות,A,103.2
12/12/2016,שלמה החז אגח יד,1410265,צמוד מדד,1.68,1.67,שלמה החזקות,A,104.49
12/12/2016,שפיר הנדס אגח א,1136134,לא צמוד,2.63,4.4,שפיר,A+,103.91
12/12/2016,תעש אוירית אגחב,1115997,לא צמוד,0.35,0.38,תעשיה אוירית,AA,102.34
12/12/2016,תעש אוירית אגחג,1127547,לא צמוד,1.30,2.42,תעשיה אוירית,AA,108.88
12/12/2016,תעש אוירית אגחד,1133131,לא צמוד,1.18,5.8,תעשיה אוירית,AA,99.18

