תאריך,שם נייר ערך,"מספר ני""ע",סוג,תשואה ברוטו,"מח""מ",,דירוג מעלות,שער אחרון
03/09/2017,דה לסר אגח ג,1127299,צמוד מדד,2.89,2.27,דה לסר,A-,106.03
03/09/2017,דה לסר אגח ד,1132059,צמוד מדד,4.40,3.38,דה לסר,A-,94.95
03/09/2017,דה לסר אגח ה,1135664,לא צמוד,6.14,5.27,דה לסר,A-,106.73
03/09/2017,דורסל אגח ב,1132711,צמוד מדד,1.39,2.24,דורסל,A-,103.73
03/09/2017,דורסל אגח ג,1139427,לא צמוד,3.46,4.88,דורסל,A-,101.45
03/09/2017,דיסק השק אגח ו,6390207,צמוד מדד,3.72,4.31,דיסקונט השקעות,BBB,126.42
03/09/2017,דיסק השק אגח ח,6390223,צמוד מדד,2.00,1.26,דיסקונט השקעות,BBB,126.18
03/09/2017,דיסק השק אגח ט,6390249,לא צמוד,0.63,0.83,דיסקונט השקעות,BBB,106.14
03/09/2017,דיסק התח נד י,6910129,צמוד מדד,0.77,3.53,דיסקונט התחיבויות,AA,119.55
03/09/2017,דיסק התח נד יא,6910137,לא צמוד,1.34,3.41,דיסקונט התחיבויות,AA,119.96
03/09/2017,דיסק מנ שה נד 1,7480098,צמוד מדד,1.09,2.85,דיסקונט מנ,A+,130.94
03/09/2017,דיסקונט מנ הת א,7480015,צמוד מדד,1.23,0.54,דיסקונט מנ,AA,132.48
03/09/2017,דיסקונט מנ הת ב,7480023,צמוד מדד,0.73,1.69,דיסקונט מנ,AA,132.92
03/09/2017,דיסקונט מנ הת ד,7480049,צמוד מדד,0.66,3,דיסקונט מנ,AA,133.29
03/09/2017,דיסקונט מנ הת ה,7480031,לא צמוד,0.66,1.48,דיסקונט מנ,AA,108.1
03/09/2017,דיסקונט מנ הת ט,7480106,לא צמוד,0.28,0.48,דיסקונט מנ,AA,100.95
03/09/2017,דיסקונט שה א,6910095,צמוד מדד,1.70,4.31,דיסקונט שה,A,138.97
03/09/2017,דלק קב אגח יג,1105543,צמוד מדד,1.73,3.06,קבוצת דלק,A,133.15
03/09/2017,דלק קב אגח כב,1106046,צמוד מדד,1.73,3.32,קבוצת דלק,A,131.15
03/09/2017,דלק קב אגח לא,1134790,לא צמוד,4.04,5.44,קבוצת דלק,A,101.8
03/09/2017,דקסיה הנ אגח י,1134147,צמוד מדד,1.56,6.5,דקסיה,AA-,99.78
03/09/2017,דקסיה הנ אגח יא,1134154,לא צמוד,1.11,3.01,דקסיה,AA-,100.05
03/09/2017,דקסיה הנפ אגח ב,1095066,צמוד מדד,0.73,2.19,דקסיה,AA-,130.41
03/09/2017,דקסיה הנפ אגח ז,1119825,צמוד מדד,0.78,3.24,דקסיה,AA-,118.42
03/09/2017,דקסיה הנפ אגח ט,1126051,לא צמוד,1.96,0.06,דקסיה,AA-,100.21
03/09/2017,דקסיה הנפ נד יג,1125194,צמוד מדד,1.08,1.77,דקסיה,A,109.62
03/09/2017,דקסיה הנפ נד יד,1129907,צמוד מדד,1.50,3.43,דקסיה,A,104.35
03/09/2017,הכשרת ישוב אג12,6120117,צמוד מדד,0.54,0.5,הכש החזקות,A-,122.1
03/09/2017,הכשרת ישוב אג13,6120125,צמוד מדד,1.70,0.63,הכשרת הישוב,A-,124.4
03/09/2017,הכשרת ישוב אג14,6120141,לא צמוד,1.07,0.96,הכשרת הישוב,A-,104.14
03/09/2017,הכשרת ישוב אג15,6120158,לא צמוד,1.87,1.67,הכשרת הישוב,A-,105.16
03/09/2017,הכשרת ישוב אג16,6120166,צמוד מדד,1.27,1.74,הכשרת הישוב,A-,108.19
03/09/2017,הכשרת ישוב אג17,6120182,צמוד מדד,1.93,2.41,הכשרת הישוב,A-,108.63
03/09/2017,הכשרת ישוב אג18,6120190,לא צמוד,3.07,2.81,הכשרת הישוב,A-,108.53
03/09/2017,הכשרת ישוב אג19,6120208,לא צמוד,3.58,4.55,הכשרת הישוב,A-,102.76
03/09/2017,הכשרת ישוב אג20,6120216,צמוד מדד,3.32,4.87,הכשרת הישוב,A-,100.2
03/09/2017,הפניקס אגח 1,7670102,צמוד מדד,1.01,1.01,הפניקס,A+,129.15
03/09/2017,הראל הנפ אגח יא,1136316,לא צמוד,3.85,8.73,הראל,AA-,105.62
03/09/2017,הראל הנפ אגח יב,1138163,לא צמוד,4.01,9.48,הראל,AA-,100.6
03/09/2017,הראל הנפ אגח יג,1138171,לא צמוד,4.10,10.09,הראל,AA-,99.68
03/09/2017,הראל הנפק אגח א,1099738,צמוד מדד,0.80,2.71,הראל,AA,132.59
03/09/2017,הראל הנפק אגח ב,1119197,לא צמוד,1.10,1.21,הראל,AA-,101.11
03/09/2017,הראל הנפק אגח ג,1119205,לא צמוד,0.91,2.18,הראל,AA-,102.38
03/09/2017,הראל הנפק אגח ד,1119213,צמוד מדד,0.98,3.04,הראל,AA-,117.85
03/09/2017,הראל הנפק אגח ה,1119221,צמוד מדד,1.38,3.92,הראל,AA-,119.22
03/09/2017,הראל הנפק אגח ו,1126069,צמוד מדד,1.61,5.59,הראל,AA-,116.39
03/09/2017,הראל הנפק אגח ז,1126077,צמוד מדד,1.85,6.38,הראל,AA-,116.74
03/09/2017,הראל הנפק אגח ח,1128875,צמוד מדד,1.52,4.88,הראל,AA-,107.2
03/09/2017,הראל הנפק אגח ט,1134030,צמוד מדד,2.47,7.96,הראל,AA-,100.05
03/09/2017,הראל הנפק אגח י,1134048,צמוד מדד,2.57,8.76,הראל,AA-,99.07
03/09/2017,וורטון אגח א,1140169,לא צמוד,3.71,4.5,וורטון,AA-,101.24
03/09/2017,וילאר אגח ד,4160099,צמוד מדד,0.89,0.81,וילאר,AA,122.68
03/09/2017,וילאר אגח ה,4160107,לא צמוד,0.28,0.98,וילאר,AA,104.96
03/09/2017,וילאר אגח ו,4160115,צמוד מדד,1.08,2.88,וילאר,AA,115.61
03/09/2017,וילאר אגח ז,4160149,לא צמוד,1.96,4.37,וילאר,AA,112.96
03/09/2017,וילאר אגח ח,4160156,לא צמוד,2.93,6.41,וילאר,AA,98.29
03/09/2017,חברה לישראלאגח7,5760160,צמוד מדד,1.67,2.4,חברה לישראל,A,129
03/09/2017,חברה לישראלאגח9,5760202,לא צמוד,0.70,0.8,חברה לישראל,A,105.64
03/09/2017,חברהלישראלאגח10,5760236,לא צמוד,2.97,4.75,חברה לישראל,A,106.66
03/09/2017,חג'ג' אגח ה,8230161,לא צמוד,4.29,2.16,חג'ג',BBB+,104.92
03/09/2017,חג'ג' אגח ו,8230179,לא צמוד,4.02,2.14,חג'ג',BBB+,106.5
03/09/2017,חג'ג' אגח ז,8230195,לא צמוד,5.19,3.87,חג'ג',BBB+,100.5
03/09/2017,חשמל אגח 26,6000202,לא צמוד,2.20,4.64,חשמל,AA,114.65
03/09/2017,חשמל אגח 27,6000210,צמוד מדד,2.61,8.77,חשמל,AA,113.02
03/09/2017,טאואר אגח ז,1138494,לא צמוד,2.60,4.22,טאואר,A,103.04
03/09/2017,טלדור אגח ב,4770145,צמוד מדד,11.96,0.05,טלדור,A-,121.7
03/09/2017,טן דלק אגח ב,1121862,צמוד מדד,3.36,0.31,טן דלק,BBB+,106.65
03/09/2017,טן דלק אגח ג,1131457,לא צמוד,2.06,2.39,טן דלק,BBB+,107.98
03/09/2017,יו.טי.אס אגח ו,4590097,צמוד מדד,12.98,0.03,יו טי אס,A,122.33
03/09/2017,יו.טי.אס אגח ח,4590147,לא צמוד,2.84,3.09,יו טי אס,A,102.04
03/09/2017,יו.טי.אס אגח ט,4590162,צמוד מדד,2.47,3.13,יו טי אס,A,100.87
03/09/2017,יואל אגח 3,5830104,צמוד מדד,1.28,0.33,יואל,AA-,100.53
03/09/2017,ירושליםהנ אגחיד,1123587,לא צמוד,1.09,2.43,ירושלים,A-,101.3
03/09/2017,ירושליםהנפ אגחח,1121201,לא צמוד,0.96,1.47,ירושלים,A+,100.61
03/09/2017,ירושליםהנפ אגחט,1127422,צמוד מדד,0.76,2.76,ירושלים,A+,104.22
03/09/2017,ירושליםהנפ הת ג,1103738,צמוד מדד,3.93,0.16,ירושלים,A-,123.53
03/09/2017,ירושליםהנפ נד10,1127414,צמוד מדד,1.28,3.19,ירושלים,A-,104.5
03/09/2017,ירושליםהנפ נד11,1138551,צמוד מדד,2.30,3.99,ירושלים,BBB+,5225000
03/09/2017,ישפרו אגח ב,7430069,צמוד מדד,1.25,2.22,ישפרו,A,131.19
03/09/2017,ישרס אגח ו,6130124,צמוד מדד,3.82,0.14,ישרס,AA-,105.45
03/09/2017,ישרס אגח טו,6130207,צמוד מדד,1.96,6.85,ישרס,AA-,98.39
03/09/2017,ישרס אגח יא,6130165,לא צמוד,1.33,1.73,ישרס,AA-,111.81
03/09/2017,ישרס אגח יב,6130173,צמוד מדד,7.37,0.01,ישרס,AA-,107.82
03/09/2017,ישרס אגח יג,6130181,צמוד מדד,2.04,4.17,ישרס,AA-,106.88
03/09/2017,ישרס אגח יד,6130199,לא צמוד,3.35,5.45,ישרס,AA-,109.67
03/09/2017,כיל אגח ה,2810299,לא צמוד,2.62,5.16,כיל,AA,100.29
03/09/2017,כללביט אגח א,1097138,צמוד מדד,0.93,2.12,כללביט,AA,131.86
03/09/2017,כללביט אגח ג,1120120,צמוד מדד,1.21,4.1,כללביט,AA-,118.11
03/09/2017,כללביט אגח ו,1120138,לא צמוד,0.82,0.39,כללביט,AA-,102.52
03/09/2017,כללביט אגח ז,1132950,צמוד מדד,2.10,6.32,כללביט,AA-,101.91
03/09/2017,כללביט אגח ח,1132968,לא צמוד,2.80,5.21,כללביט,AA-,107.94
03/09/2017,כנפיים אגח ה,5430095,לא צמוד,2.43,1.75,כנפיים,A-,110.79
03/09/2017,כנפיים אגח ז,5430137,לא צמוד,3.34,3.58,כנפיים,A-,113.52
03/09/2017,לאומי אגח 177,6040315,צמוד מדד,0.88,3.28,לאומי,AAA,99.19
03/09/2017,לאומי אגח 178,6040323,לא צמוד,2.41,6.35,לאומי,AAA,105.22
03/09/2017,לאומי התח נד ח,6040232,צמוד מדד,0.41,0.66,לאומי התחיבויות,AA+,121.29
03/09/2017,לאומי התח נד יב,6040273,צמוד מדד,0.02,0.5,לאומי התחיבויות,AA+,108.35
03/09/2017,לאומי התח נד יג,6040281,לא צמוד,0.28,0.5,לאומי התחיבויות,AA+,105.25
03/09/2017,לאומי התח נד יד,6040299,צמוד מדד,0.68,3.49,לאומי התחיבויות,AA+,112.99
03/09/2017,לאומי שה נד 200,6040141,צמוד מדד,1.11,3.64,לאומי,AA,118.99
03/09/2017,לאומי שה נד 201,6040158,לא צמוד,1.30,3.8,לאומי,AA,101.04
03/09/2017,לאומי שה נד 300,6040257,צמוד מדד,1.05,3.17,לאומי,AA,123.53
03/09/2017,לאומי שה נד 301,6040265,לא צמוד,1.31,3.3,לאומי,AA,103.01
03/09/2017,לודן אגח ד,1134857,לא צמוד,3.64,2.61,לודן,BBB+,106.01
03/09/2017,לוינשט נכ אגח א,1119098,לא צמוד,1.45,1.28,לוינשט,A,102.92
03/09/2017,לוינשט נכ אגח ב,1139716,צמוד מדד,2.41,5.8,לוינשט,A,99.93
03/09/2017,לונשטן הנד אגחג,5730080,לא צמוד,2.31,3.16,לונשטן,A,106.49
03/09/2017,לייטסטון אגח א,1133891,לא צמוד,4.16,3.72,לייטסטון,A+,109.11
03/09/2017,מבני תעש אגח ח,2260131,צמוד מדד,0.91,0.97,מבני תעש,A-,124.44
03/09/2017,מבני תעש אגח ט,2260180,צמוד מדד,0.89,0.81,מבני תעש,A-,124.27
03/09/2017,מבני תעש אגח טו,2260420,לא צמוד,2.87,3.63,מבני תעש,A-,113.7
03/09/2017,מבני תעש אגח טז,2260438,לא צמוד,3.79,5.55,מבני תעש,A-,111.79
03/09/2017,מבני תעש אגח יד,2260412,צמוד מדד,1.57,1.66,מבני תעש,A-,109.92
03/09/2017,מבני תעש אגח יז,2260446,צמוד מדד,3.19,5.79,מבני תעש,A-,103.79
03/09/2017,מבני תעש אגח יח,2260479,צמוד מדד,1.87,6.2,מבני תעש,A-,107.96
03/09/2017,מבני תעש אגח יט,2260487,צמוד מדד,2.50,7.69,מבני תעש,A-,102
03/09/2017,מגה אור אגח ג,1127323,צמוד מדד,0.88,2.61,מגה אור,A,110.36
03/09/2017,מגה אור אגח ד,1130632,צמוד מדד,1.82,3.9,מגה אור,A,107.36
03/09/2017,מגה אור אגח ה,1132687,לא צמוד,2.45,4.73,מגה אור,A,106.73
03/09/2017,מגה אור אגח ו,1138668,צמוד מדד,2.31,6.22,מגה אור,A,98.86
03/09/2017,מז טפ הנפק 35,2310118,צמוד מדד,0.57,1.85,מזרחי טפחות,AAA,105.96
03/09/2017,מז טפ הנפק 36,2310126,צמוד מדד,0.54,0.48,מזרחי טפחות,AAA,99.73
03/09/2017,מז טפ הנפק 37,2310134,לא צמוד,1.23,3.08,מזרחי טפחות,AAA,106.87
03/09/2017,מז טפ הנפק 38,2310142,צמוד מדד,0.98,2.48,מזרחי טפחות,AAA,98.74
03/09/2017,מז טפ הנפק 39,2310159,צמוד מדד,0.53,2.88,מזרחי טפחות,AAA,98.99
03/09/2017,מז טפ הנפק 40,2310167,לא צמוד,2.83,7.28,מזרחי טפחות,AAA,103.19
03/09/2017,מז טפ הנפק 41,2310175,לא צמוד,1.90,4.9,מזרחי טפחות,AAA,104.52
03/09/2017,מז טפ הנפק 42,2310183,צמוד מדד,1.13,12.49,מזרחי טפחות,AAA,99.19
03/09/2017,מז טפ הנפק 43,2310191,צמוד מדד,0.82,4.05,מזרחי טפחות,AAA,116.12
03/09/2017,מז טפ הנפק 44,2310209,צמוד מדד,1.02,5.4,מזרחי טפחות,AAA,99.8
03/09/2017,מז טפ הנפק הת30,2310068,צמוד מדד,1.24,0.22,מזרחי טפחות,AA+,123.15
03/09/2017,מז טפ הנפק הת31,2310076,צמוד מדד,0.69,2.45,מזרחי טפחות,AA+,112.71
03/09/2017,מזרח טפחות שה א,6950083,צמוד מדד,1.58,4.36,מזרחי טפחות שה,A+,136.09
03/09/2017,מישורים אגח ב,1120351,צמוד מדד,1.68,0.5,מישורים,BBB+,109.88
03/09/2017,מישורים אגח ג,1127513,צמוד מדד,1.92,1.83,מישורים,BBB+,109.61
03/09/2017,מישורים אגח ד,1132729,צמוד מדד,3.08,3.06,מישורים,BBB+,106.65
03/09/2017,מליסרון אגח ד,3230083,צמוד מדד,0.12,0.48,מליסרון,AA-,117.85
03/09/2017,מליסרון אגח ה,3230091,צמוד מדד,0.75,3,מליסרון,AA-,125.76
03/09/2017,מליסרון אגח ו,3230125,צמוד מדד,1.45,3.32,מליסרון,AA-,115.8
03/09/2017,מליסרון אגח ז,3230141,צמוד מדד,1.23,3.28,מליסרון,AA-,109.37
03/09/2017,מליסרון אגח ח,3230166,צמוד מדד,1.35,4.33,מליסרון,AA-,105.72
03/09/2017,מליסרון אגח ט,3230174,צמוד מדד,1.55,3.01,מליסרון,AA-,102.72
03/09/2017,מליסרון אגח טו,3230240,לא צמוד,3.49,6.2,מליסרון,AA-,101.02
03/09/2017,מליסרון אגח טז,3230265,צמוד מדד,2.60,8.06,מליסרון,AA-,98.47
03/09/2017,מליסרון אגח י,3230190,צמוד מדד,2.38,7.1,מליסרון,AA-,96.21
03/09/2017,מליסרון אגח יא,3230208,צמוד מדד,2.68,6.97,מליסרון,AA-,98.11
03/09/2017,מליסרון אגח יב,3230216,צמוד מדד,1.19,0.71,מליסרון,AA-,124.29
03/09/2017,מליסרון אגח יג,3230224,צמוד מדד,1.41,3.01,מליסרון,AA-,123.43
03/09/2017,מליסרון אגח יד,3230232,צמוד מדד,2.42,7.5,מליסרון,AA-,99.4
03/09/2017,ממן אגח ב,2380046,לא צמוד,2.01,3.82,ממן,A+,104.19
03/09/2017,מנדלסוןתשת אגחג,1127638,צמוד מדד,1.28,0.93,מנדלסון,A,107.24
03/09/2017,מנרב אגח א,1550037,לא צמוד,2.21,3.26,מנרב,A,106.38
03/09/2017,מנרב אגח ב,1550052,צמוד מדד,2.88,6.81,מנרב,A,98.69
03/09/2017,מרכנתיל הנ אגחב,1138205,לא צמוד,1.80,4.77,מרכנתיל,AA+,103.24
03/09/2017,נאוי אגח ב,2080166,לא צמוד,1.10,1.45,נאוי,A,102.43
03/09/2017,נאוי אגח ג,2080174,לא צמוד,1.20,0.56,נאוי,A,99.32
03/09/2017,נורסטאר אגח ח,7230295,לא צמוד,1.57,1.39,נורסטאר,A+,99.28
03/09/2017,נורסטאר אגח ט,7230303,צמוד מדד,1.55,2.08,נורסטאר,A+,115.99
03/09/2017,נורסטאר אגח י,7230345,צמוד מדד,2.30,3.73,נורסטאר,A+,110.54
03/09/2017,נורסטאר אגח יא,7230352,צמוד מדד,3.18,5.81,נורסטאר,A+,100.49
03/09/2017,נייר חדרה אגח 3,6320071,צמוד מדד,1.38,0.82,נייר חדרה,A+,119.46
03/09/2017,נייר חדרה אגח 5,6320097,לא צמוד,0.99,0.71,נייר חדרה,A+,105.11
03/09/2017,נייר חדרה אגח 6,6320105,לא צמוד,2.72,4.66,נייר חדרה,A+,116.54
03/09/2017,נכסים ובנ אגח ג,6990139,צמוד מדד,0.18,0.71,נכסים ובניו,A,124.45
03/09/2017,נכסים ובנ אגח ד,6990154,צמוד מדד,2.45,5.52,נכסים ובניו,A,137.7
03/09/2017,נמקו אגח א,1139575,לא צמוד,4.73,4.07,נמקו,A+,106.07
03/09/2017,נץ ארהב אגח 1,5160064,לא צמוד,5.46,1.75,נץ ארהב,BBB+,105
03/09/2017,נצבא אגח ה,1120468,צמוד מדד,0.98,3.06,נצבא,AA,112.44
03/09/2017,נצבא אגח ו,1128032,צמוד מדד,1.57,5.47,נצבא,AA,109.83
03/09/2017,סאות'רן אגח א,1140094,לא צמוד,7.42,3.58,סאותרן,BBB+,100.5
03/09/2017,סטרוברי אגח א,1136951,לא צמוד,5.48,3,סטרוברי,A,104.69
03/09/2017,סלקום אגח ד,1107333,צמוד מדד,0.95,0.31,סלקום,A+,121.62
03/09/2017,סלקום אגח ו,1125996,צמוד מדד,0.84,1.77,סלקום,A+,109.6
03/09/2017,סלקום אגח ז,1126002,לא צמוד,0.99,1.17,סלקום,A+,108.37
03/09/2017,סלקום אגח ח,1132828,צמוד מדד,1.76,4.35,סלקום,A+,101.18
03/09/2017,סלקום אגח ט,1132836,לא צמוד,2.67,4.63,סלקום,A+,107.76
03/09/2017,סלקום אגח י,1139245,צמוד מדד,2.10,6.46,סלקום,A+,102.78
03/09/2017,סלקום אגח יא,1139252,לא צמוד,3.40,6.21,סלקום,A+,101.58
03/09/2017,ספנסר אגח א,1133800,לא צמוד,3.61,3.31,ספנסר,A,113.1
03/09/2017,ספנסר אגח ב,1139898,לא צמוד,4.66,5.11,ספנסר,A,103.35
03/09/2017,עזריאלי אגח ב,1134436,צמוד מדד,1.21,3.95,עזריאלי,AA+,98.11
03/09/2017,עזריאלי אגח ג,1136324,צמוד מדד,1.50,5.5,עזריאלי,AA+,101.09
